titulo,coordenada,calificacion,comentario
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,"Lugar para comer, incluido la música en vivo agradable para las parejas y familias"
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,"Ahora atienden en las mañanas Chicharrones, Caldos de buen sabor y lo justo en cantidad y precio."
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Buen lugar para pasarla entre amigos.
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",1,"A bajado su Calidad, su ceviche  horrible, cebolla en cuadraditos con jugo negro, una decepción."
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Excelente.... y atención de la mejor .... lo recomiendo
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Buen lugar para comer chicharrón de pescado buenazo
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Excelente la comida
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,"Paso la prueba, pero un poquito más en cada comida, para salir contentisimo"
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Buena atencion y riquisimos tacos excelente
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Buena sazón acogedor y buena atención
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Excelente comida marina
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Muy buen lugar
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Bien agradable la comida
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Muy bueno el ceviche y punto uu
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Muy rico
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Buen apeti excelente cocina
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Un sudado buenazo!!! La jalea lo normal y el lomo rico.. !!!
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Ps un lugar espectacular.
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Buena atención
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Exelente lugar para compartir con la familia
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Buena comida !!! Variada
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Sus platos y la atención rico cevichito
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Gracias x la atención amigo Pablito
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,un sitio acojedor bien limpio
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Me encanto la azafata
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Muy bueno.
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",3,"Buenos los platos,,,"
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Se come delicioso!
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Bueno en calidad y cantidad
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Buena atención
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Excelente atención
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",3,8 de 10
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",1,Preparan muy ricos platillos
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Bueno
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",1,No pasa nadaaaa
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Platos exclusivos y variados
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,De lo mejor
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",3,Precios altos
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Excelente
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",3,Buen point
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Excelente
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Buen lugar
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Rica la comida marina
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",3,Excelente 👌…
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Excelente
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Un grato en familia
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Me encantó
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Buenaso.
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Buena comida de pescados y mariscos
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Bueno
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",5,Lo máximo del sabor
Cevicheria Olla Marina de Comas y Delivery Lima Norte,"-11.9284736,-77.0939935,13z",4,Excelente
